source_url,source_path,clicks,impressions,position,mapped_target,mapping_status,top_queries,priority_score
"https://khangvuongbooking.com/giam-15-moi-thu-3-bay-quoc-te-cung-vietnam-airlines/","/giam-15-moi-thu-3-bay-quoc-te-cung-vietnam-airlines","0","165","10.636363636363637","/hang-bay","mapping_defined_unverified","thu3quada | site:khangvuongbooking.com","408.6363636363636"
"https://khangvuongbooking.com/dat-mua-ve-may-bay-eva-air-di-my/","/dat-mua-ve-may-bay-eva-air-di-my","0","403","38.25062034739454","/ve-may-bay","mapping_defined_unverified","ve may bay eva air di my | vé máy bay eva đi mỹ | eva airline vé máy bay đi mỹ california rẻ | vé máy bay đi mỹ california eva | ve may bay di my cua hang eva","403"
"https://khangvuongbooking.com/dat-mua-ve-may-bay-da-nang-di-san-jose-my/","/dat-mua-ve-may-bay-da-nang-di-san-jose-my","0","150","9.9","","needs_mapping_review","vé máy bay đi san jose","401"
"https://khangvuongbooking.com/dat-mua-ve-may-bay-da-nang-di-my-pho-thong/","/dat-mua-ve-may-bay-da-nang-di-my-pho-thong","0","221","17.3710407239819","","needs_mapping_review","vé máy bay đà nẵng đi mỹ | vé máy bay đi mỹ california","397.289592760181"
"https://khangvuongbooking.com/tron-goi-khu-hoi-hang-thuong-gia-vietnam-airlines-di-thuong-hai-chi-tu-682-usd/","/tron-goi-khu-hoi-hang-thuong-gia-vietnam-airlines-di-thuong-hai-chi-tu-682-usd","0","396","62.89393939393939","/hang-bay","mapping_defined_unverified","vé máy bay hạng thương gia | vé máy bay thương gia | giá vé máy bay hạng thương gia | giá vé máy bay hạng thương gia vietnam airline | vé hạng thương gia","396"
"https://khangvuongbooking.com/dat-ve-may-bay-ha-noi-di-chicago-my-thang-8/","/dat-ve-may-bay-ha-noi-di-chicago-my-thang-8","0","230","18.839130434782607","","needs_mapping_review","vé máy bay từ hà nội đi chicago | vé máy bay đi chicago | vé máy bay từ chicago về việt nam | vé máy bay đi mỹ tháng 8 | 8h chicago","391.60869565217394"
"https://khangvuongbooking.com/dat-ve-may-bay-ha-noi-di-denver-my-thang-7/","/dat-ve-may-bay-ha-noi-di-denver-my-thang-7","0","389","36.7840616966581","","needs_mapping_review","vé máy bay đi denver | sân bay denver | vé máy bay từ hà nội đi denver | my denver","389"
"https://khangvuongbooking.com/gia-ve-may-bay-sai-gon-tp-hcm-di-seattle-sea-my-thang-11-12/","/gia-ve-may-bay-sai-gon-tp-hcm-di-seattle-sea-my-thang-11-12","0","277","24.28158844765343","","needs_mapping_review","vé máy bay đi seattle | ve may bay di seattle my | ve may bay di seattle | ho chi minh to seattle","384.1841155234657"
"https://khangvuongbooking.com/ve-may-bay-ha-noi-di-edmonton-canada/","/ve-may-bay-ha-noi-di-edmonton-canada","0","384","41.796875","","needs_mapping_review","vé máy bay đi edmonton | vé máy bay đi edmonton canada | sân bay edmonton | vé máy bay từ hà nội đi calgary | nhiệt độ edmonton","384"
"https://khangvuongbooking.com/dat-mua-ve-may-bay-vietnam-airlines-di-seattle/","/dat-mua-ve-may-bay-vietnam-airlines-di-seattle","0","361","32.73407202216066","/ve-may-bay","mapping_defined_unverified","vé máy bay đi seattle | seattle cách việt nam bao nhiêu tiếng | ve may bay di seattle | vietnam airlines seattle","383.6592797783934"
"https://khangvuongbooking.com/dat-mua-ve-may-bay-ha-noi-di-san-jose-my/","/dat-mua-ve-may-bay-ha-noi-di-san-jose-my","0","227","20.24229074889868","","needs_mapping_review","vé máy bay đi san jose | sân bay san jose","374.57709251101323"
"https://khangvuongbooking.com/dat-ve-may-bay-ha-noi-di-dallas-texas-my-thang-7/","/dat-ve-may-bay-ha-noi-di-dallas-texas-my-thang-7","0","374","35.22727272727273","","needs_mapping_review","vé máy bay đi dallas | vé máy bay đi mỹ texas | vé máy bay đi texas | vé máy bay đi dallas-fort worth | vé máy bay từ hà nội đi dallas","374"
"https://khangvuongbooking.com/ve-may-bay-da-nang-di-tham-quyen/","/ve-may-bay-da-nang-di-tham-quyen","0","306","28.395424836601308","/ve-may-bay","mapping_defined_unverified","vé máy bay đà nẵng trung quốc | vé máy bay đi thâm quyến | trung tâm dịch vụ visa trung quốc tại đà nẵng","372.0457516339869"
"https://khangvuongbooking.com/ve-may-bay-vietjet-air/","/ve-may-bay-vietjet-air","0","185","16.308108108108108","/ve-may-bay","mapping_defined_unverified","site:khangvuongbooking.com | hotline vietjet | đại lý vé máy bay vietjet tại vĩnh long | booking vietjet air | vietjet hotline","371.9189189189189"
"https://khangvuongbooking.com/ve-may-bay-da-nang-di-tay-an/","/ve-may-bay-da-nang-di-tay-an","0","144","12.319444444444445","/ve-may-bay","mapping_defined_unverified","vé máy bay đi tây an","370.80555555555554"
"https://khangvuongbooking.com/tre-em-di-may-bay-vietnam-airlines-va-nhung-dieu-can-biet/","/tre-em-di-may-bay-vietnam-airlines-va-nhung-dieu-can-biet","0","155","13.425806451612903","/hang-bay","mapping_defined_unverified","vé máy bay vietnam airline trẻ em | trẻ em dưới 2 tuổi đi máy bay vietnam airline | thủ tục cho trẻ em đi máy bay vietnam airline | trẻ em dưới 12 tuổi đi máy bay vietnam airline | giá vé máy bay trẻ em của vietnam airline","370.741935483871"
"https://khangvuongbooking.com/tag/cebu-pacific/","/tag/cebu-pacific","0","63","4.317460317460318","/cam-nang-bay","mapping_defined_unverified","site:khangvuongbooking.com | cebupaccific","369.82539682539687"
